viewpoint,time_index,reference_Ev_lx,reference_DGP,EIGCM_Ev_lx,EIGCM_DGP,Jones_dcglare_Ev_lx,Jones_dcglare_DGP,Raytraverse_Balanced_Ev_lx,Raytraverse_Balanced_DGP
Viewpoint 2,6975,17773.973498,1.0,17017.287,1.0,12811.546,0.9535803,16135.375717112767,1.0
Viewpoint 2,6976,1603.759004,0.280414,1674.8428,0.2638127,1691.985,0.2728025,1605.9561941248023,0.2724665572086674
Viewpoint 2,6990,0.0,0.159,0.0,0.159,0.0,0.0,2.324044082867711e-05,0.1600000013642138
Viewpoint 2,6991,432.290712,0.184375,447.35373,0.1852597,450.8349,0.1864639369484033,442.90626935084447,0.1859985980108945
Viewpoint 2,6992,1190.211491,0.230592,1230.2606,0.2312163,1239.8094,0.2327766,1214.6113110393123,0.2312976839580076
Viewpoint 2,6993,1994.349179,0.314926,2064.5491,0.3067846,2080.3894,0.3024332,2043.6344843294496,0.3133804517606021
Viewpoint 2,6994,2721.127488,0.358629,2812.7029,0.3523375,2834.041,0.3482387,2762.985889252637,0.3566214589778885
Viewpoint 2,6995,3212.692116,0.387684,3317.7637,0.3829166,3342.7256,0.3809382,3267.2061031197068,0.3866110883507208
Viewpoint 2,6996,3366.898863,0.396799,3477.6743,0.3923829,3503.6292,0.3912794,3448.3435511759603,0.397177990542605
Viewpoint 2,6997,3129.637725,0.382607,3237.6062,0.3780153,3262.2268,0.3760409,3180.7620622249874,0.3815148620302914
Viewpoint 2,6998,2583.486064,0.349844,2673.5916,0.3428729,2694.512,0.339582,2625.4377441789406,0.3482027749937566
Viewpoint 2,6999,1840.355719,0.303459,1904.7323,0.2959398,1920.2504,0.2924383,1869.122666740025,0.3025856767545393
Viewpoint 2,7000,1026.135088,0.220009,1066.8595,0.2216247,1076.2086,0.2231733,1037.0673428002465,0.2208758530223744
Viewpoint 2,7014,0.0,0.159,0.0,0.159,0.0,0.0,2.323273131547235e-05,0.1600000013637613
Viewpoint 2,7015,1260.925599,0.263288,1326.311,0.2475674,1354.1289,0.2458336,1173.1936732838049,0.2531052102535721
Viewpoint 2,7016,1906.280827,0.309976,1971.7573,0.3007183,1987.0199,0.29716,1939.370211581604,0.3076050576979594
Viewpoint 2,7017,6811.738917,0.606639,7213.2788,0.6193898,8335.1914,0.6803695,6422.512879669472,0.5824779531059553
Viewpoint 2,7018,4548.143991,0.468127,4688.5571,0.4661193,4723.1147,0.4645941,4581.214106428769,0.4654249424173261
Viewpoint 2,7019,23567.686103,1.0,20627.029,1.0,22904.482,1.0,13765.671228634506,1.0
Viewpoint 2,7020,25036.636578,1.0,29242.793,1.0,24437.111,1.0,30689.65712042636,1.0
Viewpoint 2,7021,10690.096808,0.826748,11436.0,0.864372,14988.268,1.0,10454.594831658256,0.814995477654642
Viewpoint 2,7022,8718.074685,0.705604,9147.6348,0.7224398,10162.14,0.7772768,8104.515865219762,0.6715227314081195
Viewpoint 2,7023,20274.43211,1.0,19496.115,1.0,14065.456,1.0,18164.169862141203,1.0
Viewpoint 2,7024,1759.32051,0.294052,1844.4591,0.2814816,1865.23,0.2847226,1758.7017266788905,0.2871573424595357
Viewpoint 2,7038,0.0,0.159,0.0,0.159,0.0,0.0,2.3225023021320024e-05,0.1600000013633088
Viewpoint 2,7039,1278.603041,0.261592,1351.0677,0.2496348,1400.4077,0.2471142,1098.4971596376847,0.2525612626895815
Viewpoint 2,7040,3089.768974,0.382372,3198.8821,0.37667,3223.5593,0.3751693,3122.251472581951,0.3794788664770835
Viewpoint 2,7041,6317.812918,0.570715,6816.7007,0.5897919,9917.7148,0.7774168,5502.448923575922,0.5270973813244877
Viewpoint 2,7042,37504.808494,1.0,36767.859,1.0,28206.584,1.0,44210.64169767848,1.0
Viewpoint 2,7043,40125.575505,1.0,54561.742,1.0,38922.629,1.0,12380.09120185093,0.970235255313035
Viewpoint 2,7044,41273.969815,1.0,52149.617,1.0,39346.465,1.0,56162.615710621256,1.0
Viewpoint 2,7045,7596.461177,0.64011,8592.3916,0.6912796,17001.164,1.0,7127.121563836922,0.6288899612721423
Viewpoint 2,7046,6252.632909,0.552394,7130.4507,0.5945399,8998.709,0.7075912,5484.665006587699,0.5129654497198757
Viewpoint 2,7047,25538.64843,1.0,18339.848,1.0,15871.356,1.0,22388.921363288344,1.0
Viewpoint 2,7048,2269.838694,0.32581,2474.23,0.317656,3027.6116,0.3517121,2197.613543480113,0.3197140572225861
Viewpoint 2,7062,0.0,0.159,0.0,0.159,0.0,0.0,2.321732149220284e-05,0.1600000013628567
Viewpoint 2,7063,776.086577,0.21183,813.64569,0.206761,842.95972,0.2094816187110299,659.2045713355534,0.2015269914923571
Viewpoint 2,7064,2178.903407,0.324806,2438.6858,0.3236019,2538.7302,0.322498,2045.6961589476057,0.3143260052146021
Viewpoint 2,7065,4537.213955,0.458697,5050.0947,0.4776051,8844.9561,0.7214901,3740.7062200832775,0.4180481252487596
Viewpoint 2,7066,38817.119819,1.0,51569.305,1.0,28508.928,1.0,44304.40565459749,1.0
Viewpoint 2,7067,41405.689956,1.0,60347.453,1.0,39626.594,1.0,12007.366768625385,0.949917429877568
Viewpoint 2,7068,42028.732922,1.0,48303.062,1.0,39845.242,1.0,56005.771924361215,1.0
Viewpoint 2,7069,7541.962172,0.639717,8343.7676,0.6763468,16894.379,1.0,6886.739493814876,0.6155373082795981
Viewpoint 2,7070,6209.674493,0.5486,6905.6587,0.5807697,8677.1533,0.6879056,5272.387090657421,0.5002139606426453
Viewpoint 2,7071,25798.588972,1.0,27289.588,1.0,15701.836,1.0,22147.15040147824,1.0
Viewpoint 2,7072,1778.70928,0.287839,1829.5464,0.276687,2378.3125,0.3102506,1600.5936004674952,0.2761395736412014
Viewpoint 2,7086,0.0,0.159,0.0,0.159,0.0,0.0,2.320963226343297e-05,0.1600000013624054
Viewpoint 2,7087,1281.108019,0.264135,1367.9073,0.251195,1416.5771,0.2483812,1129.7803248696205,0.2557253931962823
Viewpoint 2,7088,2744.726154,0.359647,2975.0649,0.3611354,3082.3872,0.3593122,2531.737119952289,0.3460977698552165
Viewpoint 2,7089,5499.015757,0.518812,6129.6655,0.5441428,10253.905,0.8032215,4647.85929338499,0.473749681809105
Viewpoint 2,7090,35623.311612,1.0,38811.172,1.0,27677.137,1.0,39663.31218199173,1.0
Viewpoint 2,7091,43250.577125,1.0,42703.344,1.0,42409.594,1.0,13791.645855789486,1.0
Viewpoint 2,7092,43514.445929,1.0,33875.43,1.0,42044.648,1.0,57102.22934649766,1.0
Viewpoint 2,7093,10518.959403,0.81044,11207.544,0.8474776,19496.734,1.0,9660.851829597064,0.7726485121519552
Viewpoint 2,7094,7705.977239,0.653171,8066.1855,0.6644548,8139.2764,0.6645104,7707.690562598283,0.650008213429015
Viewpoint 2,7095,5442.192657,0.516748,5710.0591,0.5211173,5781.7705,0.5217655,5346.537487751737,0.5086358651641917
Viewpoint 2,7096,2926.12793,0.366099,3109.6541,0.363135,3170.4434,0.3633942,3025.0752953346705,0.3713466697808538
Viewpoint 2,7110,0.0,0.159,0.0,0.159,0.0,0.0,2.3201960857011107e-05,0.1600000013619551
Viewpoint 2,7111,1297.53705,0.270863,1376.9226,0.2525061,1418.4064,0.2488502,1154.127535901402,0.2584815904108329
Viewpoint 2,7112,3226.505235,0.3945,3545.2625,0.4000779,3649.4656,0.398719,3066.491109645868,0.3835904986536202
Viewpoint 2,7113,6484.832676,0.584511,7144.5742,0.6112682,10004.227,0.7824202,5957.99403169297,0.5547209688641049
Viewpoint 2,7114,39397.918167,1.0,35592.883,1.0,30245.104,1.0,43740.590526287706,1.0
Viewpoint 2,7115,39694.912374,1.0,37507.164,1.0,39392.543,1.0,14540.955248144304,1.0
Viewpoint 2,7116,40490.932306,1.0,58540.789,1.0,39705.531,1.0,51817.28264797166,1.0
Viewpoint 2,7117,8916.97454,0.726361,9257.415,0.7366508,9324.9307,0.7370348,8892.940720052522,0.7212325523301953
Viewpoint 2,7118,8685.371069,0.695523,9290.8604,0.7259396,10808.555,0.8122846,7639.914015347413,0.6419066581038348
Viewpoint 2,7119,25353.929329,1.0,22220.207,1.0,16012.239,1.0,21842.249021726213,1.0
Viewpoint 2,7120,2317.946778,0.330722,2492.2366,0.3211114,2889.6472,0.3426688,2240.16268249728,0.3220368107276995
Viewpoint 2,7134,0.0,0.159,0.0,0.159,0.0,0.0,2.319431277655467e-05,0.1600000013615061
Viewpoint 2,7135,779.882075,0.214088,850.02972,0.2092125,872.48193,0.2112146092888886,699.6717227880562,0.207756578480263
Viewpoint 2,7136,2368.925032,0.348184,2589.4114,0.346988,2653.2532,0.343164,2281.8217810894,0.3394035696298977
Viewpoint 2,7137,5296.008034,0.505645,5814.0928,0.5253164,10027.688,0.7919989,4401.012586785039,0.4594519323447235
Viewpoint 2,7138,23245.059384,1.0,25041.812,1.0,18342.775,1.0,25004.01497011377,1.0
Viewpoint 2,7139,47517.213918,1.0,54014.656,1.0,46889.191,1.0,13463.48819604548,1.0
Viewpoint 2,7140,43661.376574,1.0,52131.75,1.0,42896.723,1.0,9341.210574609488,0.7557457233517509
Viewpoint 2,7141,8865.987872,0.716727,9908.707,0.7702962,18477.09,1.0,8039.278231256711,0.6808265176145151
Viewpoint 2,7142,7433.909668,0.622146,7938.5435,0.6448478,9397.71,0.7288367,6277.693902676756,0.5615418728911423
Viewpoint 2,7143,25482.924856,1.0,24137.93,1.0,15623.001,1.0,21449.23221487548,1.0
Viewpoint 2,7144,1676.609135,0.283602,1835.9272,0.2762772,2248.5073,0.3018539,1613.8143406954723,0.2777783918298668
Viewpoint 2,7158,0.0,0.159,0.0,0.159,0.0,0.0,2.3164707470001968e-05,0.1600000013597683
Viewpoint 2,7159,670.349501,0.203568,713.98535,0.2014564,740.90594,0.2034911104797153,481.3746544624328,0.1882566922169448
Viewpoint 2,7160,1978.148467,0.307889,2172.3894,0.3015687,2260.6626,0.2992297,1813.5658293081945,0.2964705117745709
Viewpoint 2,7161,4391.825578,0.455496,4613.1167,0.4483078,9096.0674,0.7432534,3283.135624970542,0.3890674231721774
Viewpoint 2,7162,41830.54598,1.0,38014.125,1.0,30829.336,1.0,5879.334945519241,0.5489509249149578
Viewpoint 2,7163,46647.577502,1.0,47814.914,1.0,45654.465,1.0,11470.755016475268,0.9208830122428387
Viewpoint 2,7164,42858.057086,1.0,63239.898,1.0,41574.547,1.0,7368.066752979088,0.6428464964852596
Viewpoint 2,7165,6943.762505,0.602078,7964.0234,0.6533026,16876.318,1.0,6529.83263709318,0.5958924832744272
Viewpoint 2,7166,5882.931897,0.528945,6536.2422,0.5585059,7954.8555,0.6427314,4920.654772426068,0.4793430114886803
Viewpoint 2,7167,25502.227329,1.0,16214.966,1.0,15183.847,1.0,21363.97796779036,1.0
Viewpoint 2,7168,1512.429902,0.267561,1550.7384,0.2555763,2078.3792,0.2922798,1372.483972052244,0.2588326284065825
Viewpoint 2,7182,0.0,0.159,0.0,0.159,0.0,0.0,2.3157116110712952e-05,0.1600000013593227
Viewpoint 2,7183,1184.36634,0.256755,1263.1956,0.246513,1295.371,0.2416121,1049.7430736620713,0.2504018403542034
Viewpoint 2,7184,2664.114503,0.356819,2755.4114,0.3500817,2776.7493,0.3458257,2693.604926586764,0.3537248929677102
Viewpoint 2,7185,6644.63069,0.592163,7062.7988,0.6065586,10267.798,0.8004348,5871.448001973075,0.5503153788093805
Viewpoint 2,7186,37240.515085,1.0,49426.727,1.0,31096.432,1.0,7275.792246416682,0.6308857571991275
Viewpoint 2,7187,41156.036842,1.0,58739.531,1.0,41510.121,1.0,14489.660319737866,1.0
Viewpoint 2,7188,45544.232018,1.0,49796.914,1.0,43930.512,1.0,9454.311819593857,0.7625185661318349
Viewpoint 2,7189,9200.539068,0.736619,9959.0322,0.7732378,18660.195,1.0,8084.929312618327,0.6836266184169001
Viewpoint 2,7190,7422.193765,0.622157,7943.6729,0.645418,9267.3145,0.7205656,6297.338276273582,0.5629597622541277
Viewpoint 2,7191,25672.516696,1.0,29036.234,1.0,16037.853,1.0,21583.38823474268,1.0
Viewpoint 2,7192,1857.562984,0.295138,1929.6062,0.2841267,2435.3145,0.3132774,1796.0098159189472,0.2929587564371465
Viewpoint 2,7206,0.0,0.159,0.0,0.159,0.0,0.0,2.314956464499488e-05,0.1600000013588794
Viewpoint 2,7207,1177.743625,0.254183,1247.4519,0.2453724,1271.8594,0.2400692,1019.9916786429078,0.2433200057488792
Viewpoint 2,7208,2471.1805,0.344911,2732.7866,0.3455002,2819.7749,0.3427988,2327.3648528917984,0.3346139408468627
Viewpoint 2,7209,5386.409513,0.510464,5707.1958,0.5194175,10141.751,0.8016295,4336.202431976514,0.4563110997522468
Viewpoint 2,7210,42222.337354,1.0,43203.211,1.0,34839.91,1.0,7396.720317643325,0.6382847759344784
Viewpoint 2,7211,48033.067123,1.0,43545.266,1.0,48711.695,1.0,57367.81700461965,1.0
Viewpoint 2,7212,46545.994296,1.0,62315.93,1.0,44875.312,1.0,11370.38636569011,0.8728741302781
Viewpoint 2,7213,9571.87334,0.765321,9930.8389,0.7768552,10003.715,0.7775262,9502.663965098673,0.7578322023255993
Viewpoint 2,7214,8274.991908,0.672456,8877.5947,0.7017009,10131.432,0.7715633,7237.838768450674,0.6186722942918521
Viewpoint 2,7215,21285.817234,1.0,14875.344,1.0,15253.605,1.0,20926.77054892802,1.0
Viewpoint 2,7216,2081.052582,0.31365,2173.7134,0.2995298,2581.865,0.3248743,1983.772655545236,0.3055678230627404
Viewpoint 2,7230,0.0,0.159,0.0,0.159,0.0,0.0,2.314205858767445e-05,0.1600000013584388
Viewpoint 2,7231,1055.817895,0.235083,1091.636,0.2243082,1121.178,0.225813,933.8233761808814,0.2244921876029872
Viewpoint 2,7232,2648.266012,0.355924,2741.5728,0.3493061,2762.8247,0.3450426,2679.1489819450208,0.3529084936256758
Viewpoint 2,7233,7010.48604,0.61314,7252.3359,0.6178486,10316.368,0.8034768,6105.36790915048,0.5633012697083777
Viewpoint 2,7234,48379.568386,1.0,48256.586,1.0,40854.535,1.0,10898.782801577028,0.8437365355323305
Viewpoint 2,7235,40744.008559,1.0,64025.797,1.0,41214.5,1.0,46543.09046031196,1.0
Viewpoint 2,7236,10045.969991,0.793486,10386.985,0.8039849,10451.644,0.8051978,9930.991780443164,0.7832877406506374
Viewpoint 2,7237,9100.756496,0.737617,9428.0889,0.7471338,9497.7764,0.7476827,9034.15145753144,0.7300802141051962
Viewpoint 2,7238,9262.663838,0.730877,9609.582,0.7457529,10778.419,0.8101575,8063.572404332673,0.6675362757537378
Viewpoint 2,7239,4924.126241,0.486615,5181.1094,0.4905864,5246.144,0.4909236,4855.108043941187,0.4800047287147519
Viewpoint 2,7240,2553.374406,0.345098,2715.6294,0.3399044,2771.1548,0.3385049,2656.708382208032,0.3493863384336571
Viewpoint 2,7254,0.0,0.159,0.0,0.159,0.0,0.0,2.3134603463130384e-05,0.1600000013580012
Viewpoint 2,7255,1241.927195,0.261713,1299.9564,0.2489892,1330.674,0.2439427,1091.1951646344885,0.2547731505604685
Viewpoint 2,7256,2759.582244,0.362749,2854.8655,0.3561942,2877.0059,0.3541406,2786.979651590798,0.3594982356525349
Viewpoint 2,7257,5151.238175,0.505728,5316.3584,0.5047092,5355.1567,0.5033936,5150.38336356733,0.5008845205352445
Viewpoint 2,7258,7791.26894,0.661796,8037.1348,0.6657677,8093.0742,0.6660825,7714.222409071136,0.6528142752040886
Viewpoint 2,7259,43318.672964,1.0,53395.352,1.0,44474.602,1.0,50277.10862056634,1.0
Viewpoint 2,7260,10806.196583,0.838416,11164.766,0.8500614,11232.527,0.8515972,10633.875556069632,0.8250709390578742
Viewpoint 2,7261,9663.94186,0.771109,10033.341,0.783096,10107.381,0.7838439,9590.777582303104,0.7632702328663644
Viewpoint 2,7262,8963.870024,0.7133,9501.6143,0.7393625,10660.484,0.8028414,7883.602523215924,0.6570485953143347
Viewpoint 2,7263,19098.801205,1.0,12907.738,1.0,15212.719,1.0,20685.44504603446,1.0
Viewpoint 2,7264,1356.321694,0.252752,1394.4872,0.2412464,1411.4354,0.2483023,1357.8119894835772,0.2458573478408613
Viewpoint 2,7278,0.0,0.159,0.0,0.159,0.0,0.0,2.3127204804660743e-05,0.1600000013575669
Viewpoint 2,7279,1172.29442,0.254406,1218.8802,0.2441611,1246.0667,0.2388965,1032.285133107157,0.2446545053814925
Viewpoint 2,7280,3959.645576,0.435501,4370.4204,0.4481716,4482.647,0.4473479,3752.60308036314,0.4235003769889698
Viewpoint 2,7281,7917.6238,0.667727,8649.0752,0.6948232,15001.979,1.0,6770.57860893593,0.6013663568749341
Viewpoint 2,7282,37496.485748,1.0,39690.906,1.0,32415.156,1.0,9771.797930337863,0.7783544754520327
Viewpoint 2,7283,9774.269182,0.777829,10074.45,0.7858909,10141.359,0.7874596,9720.833608824163,0.7708733397689389
Viewpoint 2,7284,10538.821668,0.822981,10915.843,0.8354004,10982.796,0.8368866,10401.079476552472,0.8113434442489859
Viewpoint 2,7285,11096.893882,0.847692,11987.428,0.8938578,20725.893,1.0,10351.605034124765,0.8134474468036229
Viewpoint 2,7286,7362.212337,0.633627,7693.2754,0.6430762,7765.832,0.6431704,7341.96323096622,0.6290196073480305
Viewpoint 2,7287,18077.244454,1.0,20208.969,1.0,14675.274,1.0,20981.13046140251,1.0
Viewpoint 2,7288,1336.693804,0.250992,1375.7606,0.2401498,1391.726,0.2471553,1338.5635860487553,0.2443777883946086
Viewpoint 2,7302,0.0,0.159,0.0,0.159,0.0,0.0,2.311986815979404e-05,0.1600000013571362
Viewpoint 2,7303,937.177333,0.229136,983.1496,0.2169356,999.81024,0.2186887004528085,885.0610972599417,0.2207121037790798
Viewpoint 2,7304,3394.652176,0.406367,3568.217,0.4059624,3618.0706,0.4030928,3264.244814449292,0.396420934456975
Viewpoint 2,7305,6867.759673,0.610864,7175.0825,0.6182107,8533.1133,0.6949668,6454.232489663545,0.5856040325233127
Viewpoint 2,7306,20349.674269,1.0,17091.412,1.0,18897.674,1.0,10920.451734733704,0.8473214828147033
Viewpoint 2,7307,4587.610919,0.470493,4740.8027,0.4692063,4775.6909,0.4679267,4669.848240550358,0.4705114803063127
Viewpoint 2,7308,25542.789466,1.0,31231.594,1.0,25963.65,1.0,13400.08362152968,0.9908494258821056
Viewpoint 2,7309,4533.257895,0.466868,4688.7358,0.465577,4724.5518,0.464508,4570.999653957051,0.4647864105935982
Viewpoint 2,7310,8901.42332,0.719352,9313.9912,0.734584,9864.3076,0.7613502,8354.742338303953,0.6879938001579957
Viewpoint 2,7311,2565.441136,0.348458,2662.0479,0.3415556,2686.2266,0.3385636,2576.2014049405416,0.3451767858894776
Viewpoint 2,7312,1366.571409,0.255437,1436.2839,0.2437451,1453.6295,0.2511526,1365.3069948022423,0.2488248143172869
Viewpoint 2,7326,0.0,0.159,0.0,0.159,0.0,0.0,2.3112599092154583e-05,0.1600000013567095
Viewpoint 2,7327,232.253417,0.172633,240.18576,0.1730989,242.05891,0.1742085010866014,237.6473548918148,0.1739498997321495
Viewpoint 2,7328,833.511317,0.207927,862.68036,0.2096393,869.40466,0.211033909992327,852.5396874755058,0.2100440796548122
Viewpoint 2,7329,1478.885594,0.26899,1530.6323,0.2592334,1542.4661,0.269999,1507.4000009673034,0.2656878312778655
Viewpoint 2,7330,2055.797392,0.318418,2126.5242,0.3104342,2142.8225,0.3061472,2086.9258602796363,0.3161310150036752
Viewpoint 2,7331,2457.141751,0.342624,2539.4504,0.3351525,2558.7605,0.3318024,2520.3355846918885,0.3418169152222794
Viewpoint 2,7332,2564.902697,0.349022,2650.4434,0.3417767,2670.5032,0.3384679,2607.045576052539,0.3473228519940598
Viewpoint 2,7333,2392.91848,0.338747,2474.7205,0.3312536,2493.7056,0.3278436,2432.748259779954,0.3369028164683005
Viewpoint 2,7334,1952.435566,0.311989,2019.9807,0.3032207,2035.8104,0.2997051,1985.446419565194,0.3098744861427344
Viewpoint 2,7335,1353.79075,0.25372,1402.6111,0.2413333,1413.9541,0.2500599,1378.3328707046408,0.244284323079923
Viewpoint 2,7336,710.753287,0.200721,740.46454,0.2024653,747.03442,0.2038507820118601,717.9995374056631,0.2021465728457124
Viewpoint 2,7350,0.0,0.159,0.0,0.159,0.0,0.0,2.310540318050661e-05,0.1600000013562871
Viewpoint 2,7351,406.700546,0.182873,421.49042,0.1837415,424.78214,0.1849346113670076,416.2766684231391,0.1844354404364382
Viewpoint 2,7352,1495.865064,0.273084,1549.5759,0.2605339,1561.6343,0.271517,1525.197507789699,0.2671300319251065
Viewpoint 2,7353,2709.750685,0.358699,2798.907,0.3521275,2820.2419,0.3479954,2742.3587378090137,0.3562117387589574
Viewpoint 2,7354,3890.91788,0.429198,4015.874,0.4259503,4045.895,0.4245997,3915.092210517361,0.4262071034097581
Viewpoint 2,7355,4735.290737,0.479417,4894.7681,0.478438,4930.6855,0.4773464,4816.285729931046,0.4793226378606261
Viewpoint 2,7356,5041.800447,0.497272,5199.7397,0.4964114,5237.4092,0.4954609,5067.239609929379,0.4944748078243194
Viewpoint 2,7357,4693.862908,0.476497,4850.6763,0.4752751,4887.7866,0.4743861,4723.85621631429,0.4739745922283035
Viewpoint 2,7358,3782.308239,0.421996,3927.0842,0.419846,3959.5745,0.4186234,3817.099935258639,0.4196911311321576
Viewpoint 2,7359,2628.582797,0.352419,2731.2937,0.3464826,2756.51,0.3427341,2639.198713167532,0.3489849393687803
Viewpoint 2,7360,1379.842968,0.256861,1452.8712,0.2447521,1471.4333,0.2522543,1378.7471217484524,0.2504825950848284
Viewpoint 2,7374,0.0,0.159,0.0,0.159,0.0,0.0,2.309828601802924e-05,0.1600000013558694
Viewpoint 2,7375,425.927789,0.184002,441.03809,0.1848889,444.48398,0.1860911007794318,435.45580587915833,0.1855612558051066
Viewpoint 2,7376,1575.468508,0.28249,1631.9374,0.2701446,1644.6383,0.2765699,1605.222000012216,0.2777931931850669
Viewpoint 2,7377,2883.432206,0.369249,2979.6968,0.3630432,3002.3601,0.361043,2916.731818159398,0.3667675184778427
Viewpoint 2,7378,4164.598586,0.445754,4295.4087,0.4427499,4327.3809,0.4415044,4182.5662755958165,0.4422716549274214
Viewpoint 2,7379,5097.036465,0.500902,5259.5757,0.5002022,5297.9116,0.4993341,5166.511374043804,0.5002670052313511
Viewpoint 2,7380,5445.917953,0.521274,5611.5669,0.5209426,5651.876,0.5202328,5458.881717363547,0.5178607036907297
Viewpoint 2,7381,5064.50568,0.498686,5229.0889,0.4980295,5269.0908,0.4971351,5083.497517993181,0.4954580820621621
Viewpoint 2,7382,4091.510184,0.440315,4235.9277,0.4382139,4271.418,0.4371756,4109.029295082701,0.4371444851962407
Viewpoint 2,7383,2816.197679,0.363641,2927.7278,0.3581157,2955.5334,0.3559986,2821.134930054881,0.3598483630311676
Viewpoint 2,7384,1483.500693,0.267093,1569.9918,0.2519729,1592.2622,0.2612303,1487.2528002246474,0.2634663291671197
Viewpoint 2,7398,0.0,0.159,0.0,0.159,0.0,0.0,2.309125322124946e-05,0.1600000013554565
Viewpoint 2,7399,67.962746,0.162989,70.236191,0.1631229,70.784027,0.1641544563469107,69.41072777265461,0.1640744097202548
Viewpoint 2,7400,300.996643,0.176669,311.43744,0.1772814,313.87335,0.1784242535155076,308.5302647433478,0.1781107265404345
Viewpoint 2,7401,529.573441,0.190086,548.87097,0.1912187,553.1532,0.1924700279846066,542.1022543448101,0.1918214023300403
Viewpoint 2,7402,717.434527,0.201113,742.54803,0.2025876,748.31329,0.2039258765752815,731.2638288059576,0.2029251867509097
Viewpoint 2,7403,860.607166,0.209518,890.45953,0.21127,897.33679,0.2126736051509759,880.9826767843977,0.2117136831272441
Viewpoint 2,7404,878.165959,0.210548,908.31097,0.2123179,915.29669,0.2137278033638738,897.5250843945765,0.2126847224539616
Viewpoint 2,7405,828.473204,0.207631,858.71838,0.2094068,865.30548,0.2107933110127871,848.3898140913745,0.2098004820871636
Viewpoint 2,7406,659.543909,0.197715,682.99005,0.1990915,688.21552,0.2003981340964865,675.6926428939438,0.1996631581378745
Viewpoint 2,7407,449.582124,0.18539,465.67535,0.1863351,469.23611,0.1875440518024206,457.51627847645415,0.1868562055465678
Viewpoint 2,7408,240.688336,0.173128,248.24289,0.1735719,250.17686,0.1746850431974049,245.729235523542,0.1744243061252319
Viewpoint 2,7422,0.0,0.159,0.0,0.159,0.0,0.0,2.3084310423431807e-05,0.160000001355049
Viewpoint 2,7423,607.741239,0.196062,626.68311,0.1968101,644.02264,0.1978040927488673,526.9176358157115,0.1909300652223822
Viewpoint 2,7424,3072.975345,0.378932,3312.2534,0.3817463,3385.9324,0.3781511,2779.060982933698,0.3627279789166071
Viewpoint 2,7425,6730.428223,0.599598,7228.5742,0.6083038,14778.378,1.0,5415.576961725006,0.521102182470532
Viewpoint 2,7426,27102.393878,1.0,25338.539,1.0,23844.516,1.0,7021.760073229058,0.6201092081203232
Viewpoint 2,7427,52148.223388,1.0,32038.945,1.0,53211.773,1.0,10121.178438579762,0.7978654237188368
Viewpoint 2,7428,33838.808925,1.0,31779.271,1.0,34674.652,1.0,8635.526220398917,0.7140099055009702
Viewpoint 2,7429,8059.066823,0.67364,8709.1992,0.7011219,15783.738,1.0,7388.946788402189,0.6416619975537053
Viewpoint 2,7430,6350.701507,0.563048,7083.793,0.5959365,8148.8765,0.6537541,5583.549311105115,0.5227001151668088
Viewpoint 2,7431,14533.408876,1.0,16128.82,1.0,13355.511,1.0,5033.784072918175,0.4848464385157465
Viewpoint 2,7432,878.986518,0.211395,923.39777,0.2132034,932.59912,0.2147434022312802,885.4496712628777,0.2119758957031309
Viewpoint 2,7446,0.0,0.159,0.0,0.159,0.0,0.0,2.307746326624288e-05,0.1600000013546471
Viewpoint 2,7447,983.281876,0.231807,1031.5679,0.2320011,1043.8431,0.2212735,916.2449198391332,0.2268033787859529
Viewpoint 2,7448,2001.81527,0.316604,2075.1785,0.3081504,2091.3423,0.3037606,2034.7585437193063,0.3138515275367227
Viewpoint 2,7449,3811.937483,0.425664,3937.0757,0.4219062,3966.6187,0.4204676,3834.246839810811,0.4221913175854737
Viewpoint 2,7450,33116.97842,1.0,34819.645,1.0,29303.125,1.0,12000.75414472664,0.9110718488838646
Viewpoint 2,7451,39667.535558,1.0,34181.18,1.0,40196.578,1.0,14191.029842545237,1.0
Viewpoint 2,7452,39845.227086,1.0,33741.984,1.0,41380.898,1.0,15759.75568231751,1.0
Viewpoint 2,7453,7092.357589,0.61947,7344.105,0.6240456,7400.1206,0.6240126,7074.301393957779,0.614231428514835
Viewpoint 2,7454,9918.064295,0.773447,10648.688,0.8091626,11743.036,0.8678358,8573.405771251879,0.7010528723644726
Viewpoint 2,7455,3824.314257,0.423078,3992.8147,0.4219598,4037.7917,0.4212856,3770.8728632261664,0.4165764221919246
Viewpoint 2,7456,1931.338732,0.304379,2053.4592,0.293618,2096.9758,0.2928598,2003.0133935866552,0.3054637162993915
Viewpoint 2,7470,0.0,0.159,0.0,0.159,0.0,0.0,2.307071739651385e-05,0.1600000013542511
Viewpoint 2,7471,1200.979392,0.257294,1264.6978,0.2450053,1278.1272,0.2416198,1112.18869345224,0.2464917830929598
Viewpoint 2,7472,1902.837775,0.310519,1969.8954,0.3017769,1985.2443,0.2973195,1932.691421527784,0.3075788480356267
Viewpoint 2,7473,3624.543145,0.414428,3748.2178,0.4105917,3776.4343,0.4090716,3653.214239591657,0.4113270213829482
Viewpoint 2,7474,41523.979399,1.0,44747.297,1.0,36294.016,1.0,14625.755584626584,1.0
Viewpoint 2,7475,6844.887173,0.604916,7048.9126,0.6068108,7098.5083,0.6070257,6823.020359597431,0.5994818744215715
