case,view_id,method,n,RMSE
C3,502,Raytraverse High,36,0.002116125408813242
C3,503,EIGCM (MF1),36,0.0009085083024142144
C3,503,Jones dcglare,36,0.0014404212799019743
C3,503,Raytraverse Balanced,36,0.0011597151990443372
C3,503,Raytraverse High,36,0.0011883226801708085
C3,504,EIGCM (MF1),36,0.00025849964861356003
C3,504,Jones dcglare,36,0.0010841089874831145
C3,504,Raytraverse Balanced,36,0.0010199458624317592
C3,504,Raytraverse High,36,0.001059336815526843
C3,505,EIGCM (MF1),36,0.00029924720457247955
C3,505,Jones dcglare,36,0.0010442711174240664
C3,505,Raytraverse Balanced,36,0.0010777885212386942
C3,505,Raytraverse High,36,0.0010731656368621165
C3,506,EIGCM (MF1),36,0.0003718670005675539
C3,506,Jones dcglare,36,0.0011161342362654629
C3,506,Raytraverse Balanced,36,0.0010891816426399639
C3,506,Raytraverse High,36,0.0010698604252372757
C3,507,EIGCM (MF1),36,0.00021080122416891113
C3,507,Jones dcglare,36,0.0010109572837181517
C3,507,Raytraverse Balanced,36,0.0010644912104629044
C3,507,Raytraverse High,36,0.001069096570730272
C3,508,EIGCM (MF1),36,0.0010636820648107213
C3,508,Jones dcglare,36,0.0013499016939515752
C3,508,Raytraverse Balanced,36,0.0013432387205173984
C3,508,Raytraverse High,36,0.0013537153827850546
C3,509,EIGCM (MF1),36,0.005382206479533588
C3,509,Jones dcglare,36,0.005237385991073911
C3,509,Raytraverse Balanced,36,0.005198384401718801
C3,509,Raytraverse High,36,0.005190160044854111
C3,510,EIGCM (MF1),36,0.008246805603467858
C3,510,Jones dcglare,36,0.008171500722312274
C3,510,Raytraverse Balanced,36,0.008030884868012329
C3,510,Raytraverse High,36,0.008030383405478946
C3,511,EIGCM (MF1),36,0.006585596808060251
C3,511,Jones dcglare,36,0.006433900341257067
C3,511,Raytraverse Balanced,36,0.0064210661205999645
C3,511,Raytraverse High,36,0.006436484301091492
C3,512,EIGCM (MF1),36,0.00030134469143417125
C3,512,Jones dcglare,36,0.0011013098948461839
C3,512,Raytraverse Balanced,36,0.0011512947262695646
C3,512,Raytraverse High,36,0.0011873231704681566
C3,513,EIGCM (MF1),36,0.0002162937084922577
C3,513,Jones dcglare,36,0.001237775626698955
C3,513,Raytraverse Balanced,36,0.0011000464496809005
C3,513,Raytraverse High,36,0.0010738521764785763
C3,514,EIGCM (MF1),36,0.00018456019343293144
C3,514,Jones dcglare,36,0.001090982852907824
C3,514,Raytraverse Balanced,36,0.0010707510760819049
C3,514,Raytraverse High,36,0.0010222567277556418
C3,515,EIGCM (MF1),36,0.00021859991930973339
C3,515,Jones dcglare,36,0.001039761809228702
C3,515,Raytraverse Balanced,36,0.0010178560041031752
C3,515,Raytraverse High,36,0.0009811318778272802
C3,516,EIGCM (MF1),36,0.0015485962669642332
C3,516,Jones dcglare,36,0.0016715358639736101
C3,516,Raytraverse Balanced,36,0.019195857076424714
C3,516,Raytraverse High,36,0.0016022604724653853
C3,517,EIGCM (MF1),36,0.004329175833291546
C3,517,Jones dcglare,36,0.004259331887173673
C3,517,Raytraverse Balanced,36,0.03343530383260904
C3,517,Raytraverse High,36,0.004239375193814924
C3,518,EIGCM (MF1),36,0.0028063280974037533
C3,518,Jones dcglare,36,0.0030521889580448825
C3,518,Raytraverse Balanced,36,0.03674078359847141
C3,518,Raytraverse High,36,0.002787669583321843
C3,519,EIGCM (MF1),36,0.0010491388931987123
C3,519,Jones dcglare,36,0.014802428027131786
C3,519,Raytraverse Balanced,36,0.02716462514321102
C3,519,Raytraverse High,36,0.0012366461928752161
C3,520,EIGCM (MF1),36,0.00027655773859680137
C3,520,Jones dcglare,36,0.012753825643931205
C3,520,Raytraverse Balanced,36,0.0010743611682452639
C3,520,Raytraverse High,36,0.0010784565057048992
C4,1,EIGCM (MF1),36,0.005987384151465667
C4,1,Jones dcglare,36,0.03075830790584084
C4,1,Raytraverse Balanced,36,0.003583143328706344
C4,1,Raytraverse High,36,0.0053655142156678074
C4,2,EIGCM (MF1),36,0.010135476363592614
C4,2,Jones dcglare,36,0.0570042409917634
C4,2,Raytraverse Balanced,36,0.06190783163460718
C4,2,Raytraverse High,36,0.06124176385273358
C4,3,EIGCM (MF1),36,0.01161802854063938
C4,3,Jones dcglare,36,0.008277381931543428
C4,3,Raytraverse Balanced,36,0.007415701766170247
C4,3,Raytraverse High,36,0.006359046709217162
C4,4,EIGCM (MF1),36,0.00919759089583909
C4,4,Jones dcglare,36,0.01094504701387827
C4,4,Raytraverse Balanced,36,0.012515481589620302
C4,4,Raytraverse High,36,0.010158215756078918
C4,5,EIGCM (MF1),36,0.010735487859237388
C4,5,Jones dcglare,36,0.008857739315486893
C4,5,Raytraverse Balanced,36,0.01252079615393892
C4,5,Raytraverse High,36,0.009807766200210932
C4,6,EIGCM (MF1),36,0.007912223217100384
C4,6,Jones dcglare,36,0.08021535848246013
C4,6,Raytraverse Balanced,36,0.015899897150250003
C4,6,Raytraverse High,36,0.014247488086012759
C4,7,EIGCM (MF1),36,0.007827489409854798
C4,7,Jones dcglare,36,0.06288283841404534
C4,7,Raytraverse Balanced,36,0.005113983612823278
C4,7,Raytraverse High,36,0.005601812793898118
C4,8,EIGCM (MF1),36,0.0074733418731924
C4,8,Jones dcglare,36,0.05547279514459844
C4,8,Raytraverse Balanced,36,0.003930588403441577
C4,8,Raytraverse High,36,0.006695744730562712
C4,9,EIGCM (MF1),36,0.011262406063179601
C4,9,Jones dcglare,36,0.0429269562523471
C4,9,Raytraverse Balanced,36,0.07260157433764801
C4,9,Raytraverse High,36,0.07416459267350652
C4,10,EIGCM (MF1),36,0.007226157252801955
C4,10,Jones dcglare,36,0.060484817933221795
C4,10,Raytraverse Balanced,36,0.07057740987587138
C4,10,Raytraverse High,36,0.06979374082862805
C4,11,EIGCM (MF1),36,0.009529975138798167
C4,11,Jones dcglare,36,0.007204539758970265
C4,11,Raytraverse Balanced,36,0.045580830029769
C4,11,Raytraverse High,36,0.04139919765214472
C4,12,EIGCM (MF1),36,0.011180667998144045
C4,12,Jones dcglare,36,0.009147696849872615
C4,12,Raytraverse Balanced,36,0.06163841075808799
C4,12,Raytraverse High,36,0.055815614706315866
C4,13,EIGCM (MF1),36,0.006852006253280865
C4,13,Jones dcglare,36,0.033750282311878536
C4,13,Raytraverse Balanced,36,0.10842159139249044
C4,13,Raytraverse High,36,0.09754644516328428
C4,14,EIGCM (MF1),36,0.005138535312091469
C4,14,Jones dcglare,36,0.06652238411881217
C4,14,Raytraverse Balanced,36,0.1976306139397907
C4,14,Raytraverse High,36,0.18607919648762816
C4,15,EIGCM (MF1),36,0.005030068163222701
C4,15,Jones dcglare,36,0.036300293786113005
C4,15,Raytraverse Balanced,36,0.19601330469518125
C4,15,Raytraverse High,36,0.18944297812526847
C4,16,EIGCM (MF1),36,0.006445874112885439
C4,16,Jones dcglare,36,0.03012801447871376
C4,16,Raytraverse Balanced,36,0.15231914078634465
C4,16,Raytraverse High,36,0.14851754818693863
C4,17,EIGCM (MF1),36,0.01246052529193024
C4,17,Jones dcglare,36,0.08759947038599593
C4,17,Raytraverse Balanced,36,0.05874061267374066
C4,17,Raytraverse High,36,0.05870534513991642
C4,18,EIGCM (MF1),36,0.009054623272870679
C4,18,Jones dcglare,36,0.09163651996639184
C4,18,Raytraverse Balanced,36,0.08640622252881248
C4,18,Raytraverse High,36,0.08576877160515141
C4,19,EIGCM (MF1),36,0.007780417321265969
C4,19,Jones dcglare,36,0.008023921675914014
C4,19,Raytraverse Balanced,36,0.004842979427520715
C4,19,Raytraverse High,36,0.004804387191766907
C4,20,EIGCM (MF1),36,0.010212732738310866
C4,20,Jones dcglare,36,0.03999276508287058
C4,20,Raytraverse Balanced,36,0.024682747329176663
C4,20,Raytraverse High,36,0.023211436105078316
C4,21,EIGCM (MF1),36,0.005801404432716653
C4,21,Jones dcglare,36,0.011779222037100027
C4,21,Raytraverse Balanced,36,0.010023742979788038
C4,21,Raytraverse High,36,0.005889579344458492
C4,22,EIGCM (MF1),36,0.005366116011009365
C4,22,Jones dcglare,36,0.04276603222519025
C4,22,Raytraverse Balanced,36,0.010410154385553885
C4,22,Raytraverse High,36,0.0052278754538377095
C4,23,EIGCM (MF1),36,0.0027336320737660056
C4,23,Jones dcglare,36,0.024899723551940964
C4,23,Raytraverse Balanced,36,0.026530236243563737
C4,23,Raytraverse High,36,0.02506852466592376
C4,24,EIGCM (MF1),36,0.006932915582146277
C4,24,Jones dcglare,36,0.050125399276697624
C4,24,Raytraverse Balanced,36,0.04513235513274424
C4,24,Raytraverse High,36,0.04480584643342934
C4,25,EIGCM (MF1),36,0.009772012388889563
C4,25,Jones dcglare,36,0.07040448412795913
C4,25,Raytraverse Balanced,36,0.25164379994916636
C4,25,Raytraverse High,36,0.2516780911789497
C4,26,EIGCM (MF1),36,0.005252374068404163
C4,26,Jones dcglare,36,0.0049751390731189605
C4,26,Raytraverse Balanced,36,0.13208895628922523
C4,26,Raytraverse High,36,0.13152679618710542
C4,27,EIGCM (MF1),36,0.006066389224379418
C4,27,Jones dcglare,36,0.00680958243285662
C4,27,Raytraverse Balanced,36,0.015956499331145076
C4,27,Raytraverse High,36,0.015678563470120956
C4,28,EIGCM (MF1),36,0.008446640046245213
C4,28,Jones dcglare,36,0.04010905948802033
C4,28,Raytraverse Balanced,36,0.026228024413969826
C4,28,Raytraverse High,36,0.025528687138714763
C4,29,EIGCM (MF1),36,0.00439033482363374
C4,29,Jones dcglare,36,0.00845524789395763
C4,29,Raytraverse Balanced,36,0.010910092604040484
C4,29,Raytraverse High,36,0.00791547865693418
C4,30,EIGCM (MF1),36,0.005731535525809041
C4,30,Jones dcglare,36,0.011166863381609599
C4,30,Raytraverse Balanced,36,0.08179846598696258
C4,30,Raytraverse High,36,0.08175055938676361
C4,31,EIGCM (MF1),36,0.0071709008691377115
C4,31,Jones dcglare,36,0.02241737485891246
C4,31,Raytraverse Balanced,36,0.16099112378850056
C4,31,Raytraverse High,36,0.16179450035434734
C4,32,EIGCM (MF1),36,0.010961046790060196
C4,32,Jones dcglare,36,0.03754333408887674
C4,32,Raytraverse Balanced,36,0.20237734605017324
C4,32,Raytraverse High,36,0.2031215612904205
C4,33,EIGCM (MF1),36,0.010148625474294536
C4,33,Jones dcglare,36,0.018402193024531374
C4,33,Raytraverse Balanced,36,0.10474119762818589
C4,33,Raytraverse High,36,0.10366618863955794
C4,34,EIGCM (MF1),36,0.0043350372182498235
C4,34,Jones dcglare,36,0.00617479357484164
C4,34,Raytraverse Balanced,36,0.07016627489670153
C4,34,Raytraverse High,36,0.0695338315203704
C4,35,EIGCM (MF1),36,0.005569698695795348
C4,35,Jones dcglare,36,0.008717848237481925
C4,35,Raytraverse Balanced,36,0.00562768036692517
C4,35,Raytraverse High,36,0.006536954916294489
C4,36,EIGCM (MF1),36,0.006952506871605537
C4,36,Jones dcglare,36,0.04290076197597227
C4,36,Raytraverse Balanced,36,0.08382808978026804
C4,36,Raytraverse High,36,0.08085781286392878
C4,37,EIGCM (MF1),36,0.007938956577763296
C4,37,Jones dcglare,36,0.061568442537036285
C4,37,Raytraverse Balanced,36,0.12937282086467808
C4,37,Raytraverse High,36,0.12498403424344683
C4,38,EIGCM (MF1),36,0.008328924533515717
C4,38,Jones dcglare,36,0.07766314609739099
C4,38,Raytraverse Balanced,36,0.14009697105523336
C4,38,Raytraverse High,36,0.1370839596580414
C4,39,EIGCM (MF1),36,0.007395659422424751
C4,39,Jones dcglare,36,0.05397157533248367
C4,39,Raytraverse Balanced,36,0.14501977653859296
C4,39,Raytraverse High,36,0.1442389795282303
C4,40,EIGCM (MF1),36,0.007828285851818254
C4,40,Jones dcglare,36,0.014525211762200368
C4,40,Raytraverse Balanced,36,0.10750843653254012
C4,40,Raytraverse High,36,0.10638484410980466
C4,41,EIGCM (MF1),36,0.010457351132244505
C4,41,Jones dcglare,36,0.03163792416270952
C4,41,Raytraverse Balanced,36,0.07563014702565307
C4,41,Raytraverse High,36,0.07524245259514797
C4,42,EIGCM (MF1),36,0.006316276610472348
C4,42,Jones dcglare,36,0.017839743006086706
C4,42,Raytraverse Balanced,36,0.057562835844019736
C4,42,Raytraverse High,36,0.057133492997537776
C4,43,EIGCM (MF1),36,0.007429668870462672
C4,43,Jones dcglare,36,0.009059755607326466
C4,43,Raytraverse Balanced,36,0.003143938877700939
C4,43,Raytraverse High,36,0.004917877279789179
C4,44,EIGCM (MF1),36,0.008656399063939155
C4,44,Jones dcglare,36,0.011593610225676159
C4,44,Raytraverse Balanced,36,0.0033219420409871347
C4,44,Raytraverse High,36,0.005065664964908366
C4,45,EIGCM (MF1),36,0.016476432981551426
C4,45,Jones dcglare,36,0.02000456686402077
C4,45,Raytraverse Balanced,36,0.007890537615550277
C4,45,Raytraverse High,36,0.005465678669274393
C4,46,EIGCM (MF1),36,0.01185175814036794
C4,46,Jones dcglare,36,0.01186341762376103
C4,46,Raytraverse Balanced,36,0.002611116076465723
C4,46,Raytraverse High,36,0.003796556470299767
C4,47,EIGCM (MF1),36,0.007489135562470183
C4,47,Jones dcglare,36,0.019193713108741055
C4,47,Raytraverse Balanced,36,0.05550842647682639
C4,47,Raytraverse High,36,0.05557361038140375
C4,48,EIGCM (MF1),36,0.013163542139445004
C4,48,Jones dcglare,36,0.03401803019167797
C4,48,Raytraverse Balanced,36,0.07467186436394148
C4,48,Raytraverse High,36,0.07436581073746958
C4,49,EIGCM (MF1),36,0.012167659915598664
C4,49,Jones dcglare,36,0.044137359464945874
C4,49,Raytraverse Balanced,36,0.011607048010064947
C4,49,Raytraverse High,36,0.011460869096905715
C4,50,EIGCM (MF1),36,0.009551271508664291
C4,50,Jones dcglare,36,0.06278738716086012
C4,50,Raytraverse Balanced,36,0.06430212848965415
C4,50,Raytraverse High,36,0.06215511190797806
C4,51,EIGCM (MF1),36,0.004169353057163399
C4,51,Jones dcglare,36,0.0055623529126730365
C4,51,Raytraverse Balanced,36,0.005760467718431763
C4,51,Raytraverse High,36,0.005478891945019795
C4,52,EIGCM (MF1),36,0.011258062959756147
C4,52,Jones dcglare,36,0.010979235077716783
C4,52,Raytraverse Balanced,36,0.005450683891025868
C4,52,Raytraverse High,36,0.005287621772825767
C4,53,EIGCM (MF1),36,0.017486379407381306
C4,53,Jones dcglare,36,0.01905797956058579
C4,53,Raytraverse Balanced,36,0.00539128253814872
C4,53,Raytraverse High,36,0.005337812791068238
C4,54,EIGCM (MF1),36,0.015089683142879444
C4,54,Jones dcglare,36,0.0930694071617881
C4,54,Raytraverse Balanced,36,0.014354196907781782
C4,54,Raytraverse High,36,0.013296332495025745
C4,55,EIGCM (MF1),36,0.008095392991181258
C4,55,Jones dcglare,36,0.06609886239691685
C4,55,Raytraverse Balanced,36,0.0032437761302235965
C4,55,Raytraverse High,36,0.005309368887713444
C4,56,EIGCM (MF1),36,0.011309207994594494
C4,56,Jones dcglare,36,0.06086354602671897
C4,56,Raytraverse Balanced,36,0.0035250279438364404
C4,56,Raytraverse High,36,0.005151287461226452
C4,57,EIGCM (MF1),36,0.010710200894837497
C4,57,Jones dcglare,36,0.04719189851719549
C4,57,Raytraverse Balanced,36,0.018159113513041
C4,57,Raytraverse High,36,0.019030716259281336
C4,58,EIGCM (MF1),36,0.008995036992234482
C4,58,Jones dcglare,36,0.0657715894646384
C4,58,Raytraverse Balanced,36,0.06821254029606258
C4,58,Raytraverse High,36,0.06656798435118073
C4,59,EIGCM (MF1),36,0.005651584758474583
C4,59,Jones dcglare,36,0.004943825119825405
C4,59,Raytraverse Balanced,36,0.00899100563048845
C4,59,Raytraverse High,36,0.008935616323213555
C4,60,EIGCM (MF1),36,0.009219227240904982
C4,60,Jones dcglare,36,0.059554179237511086
C4,60,Raytraverse Balanced,36,0.06254550591676163
C4,60,Raytraverse High,36,0.06267027397954315
C4,61,EIGCM (MF1),36,0.005072453103255091
C4,61,Jones dcglare,36,0.030893668128167597
C4,61,Raytraverse Balanced,36,0.20661186971012824
C4,61,Raytraverse High,36,0.20573953979678905
C4,62,EIGCM (MF1),36,0.008551299228544803
C4,62,Jones dcglare,36,0.04904735070790323
C4,62,Raytraverse Balanced,36,0.2145140034841505
C4,62,Raytraverse High,36,0.2140142171209034
C4,63,EIGCM (MF1),36,0.0018655525412506226
C4,63,Jones dcglare,36,0.011981475236516503
C4,63,Raytraverse Balanced,36,0.1857109864273739
C4,63,Raytraverse High,36,0.18339497177688785
C4,64,EIGCM (MF1),36,0.006744966673914867
C4,64,Jones dcglare,36,0.03187321531808091
C4,64,Raytraverse Balanced,36,0.10880665609546206
C4,64,Raytraverse High,36,0.10732383333679077
C4,65,EIGCM (MF1),36,0.011310974937140086
C4,65,Jones dcglare,36,0.09415841063330391
C4,65,Raytraverse Balanced,36,0.09543940905752606
C4,65,Raytraverse High,36,0.09378407863908177
C4,66,EIGCM (MF1),36,0.012598506324505744
C4,66,Jones dcglare,36,0.07583814720071841
C4,66,Raytraverse Balanced,36,0.06607751336611133
C4,66,Raytraverse High,36,0.0655163307211089
C4,67,EIGCM (MF1),36,0.005282542176541937
C4,67,Jones dcglare,36,0.003411516340997311
C4,67,Raytraverse Balanced,36,0.0062696045347741935
C4,67,Raytraverse High,36,0.006723550309872674
C4,68,EIGCM (MF1),36,0.009275411372997606
C4,68,Jones dcglare,36,0.04703947366383983
C4,68,Raytraverse Balanced,36,0.017533335051701668
C4,68,Raytraverse High,36,0.016660340922493074
C4,69,EIGCM (MF1),36,0.0066038458813574875
C4,69,Jones dcglare,36,0.017577373340395053
C4,69,Raytraverse Balanced,36,0.007110529555262465
C4,69,Raytraverse High,36,0.006445842531543753
C4,70,EIGCM (MF1),36,0.005738153725938329
C4,70,Jones dcglare,36,0.0457572435581493
C4,70,Raytraverse Balanced,36,0.009605295797538507
C4,70,Raytraverse High,36,0.005025117800865738
C4,71,EIGCM (MF1),36,0.0015963478784052282
C4,71,Jones dcglare,36,0.01741827507884791
C4,71,Raytraverse Balanced,36,0.03578753400454293
C4,71,Raytraverse High,36,0.03178927253739372
C4,72,EIGCM (MF1),36,0.011492280029050419
C4,72,Jones dcglare,36,0.03351503468465733
C4,72,Raytraverse Balanced,36,0.049986332540301194
C4,72,Raytraverse High,36,0.0470617385759442
C4,73,EIGCM (MF1),36,0.00937240409506073
C4,73,Jones dcglare,36,0.06971173536041222
C4,73,Raytraverse Balanced,36,0.2722924493064641
C4,73,Raytraverse High,36,0.27272398526713965
C4,74,EIGCM (MF1),36,0.007486875792697367
C4,74,Jones dcglare,36,0.004708003286686701
C4,74,Raytraverse Balanced,36,0.07944569540236562
C4,74,Raytraverse High,36,0.07939104205396934
C4,75,EIGCM (MF1),36,0.002798740738905826
C4,75,Jones dcglare,36,0.0035274780662819145
C4,75,Raytraverse Balanced,36,0.019288868487873024
C4,75,Raytraverse High,36,0.019542861033292877
C4,76,EIGCM (MF1),36,0.0068015677334347
C4,76,Jones dcglare,36,0.044435524366136764
C4,76,Raytraverse Balanced,36,0.024904326466807934
C4,76,Raytraverse High,36,0.02486184915128231
C4,77,EIGCM (MF1),36,0.003695402431625905
C4,77,Jones dcglare,36,0.01798890830784362
C4,77,Raytraverse Balanced,36,0.011553566421871402
C4,77,Raytraverse High,36,0.011631797959534243
C4,78,EIGCM (MF1),36,0.008263251045307637
C4,78,Jones dcglare,36,0.04447059918483703
C4,78,Raytraverse Balanced,36,0.12290108512367412
C4,78,Raytraverse High,36,0.1233835966591346
C4,79,EIGCM (MF1),36,0.010103324073018961
C4,79,Jones dcglare,36,0.07931717770811297
C4,79,Raytraverse Balanced,36,0.1981467863583717
C4,79,Raytraverse High,36,0.2004073635464509
C4,80,EIGCM (MF1),36,0.016727170566235777
C4,80,Jones dcglare,36,0.07522097711771748
C4,80,Raytraverse Balanced,36,0.24523368586290556
C4,80,Raytraverse High,36,0.24693984859473114
C4,81,EIGCM (MF1),36,0.0031810227738103365
C4,81,Jones dcglare,36,0.005168094184025517
C4,81,Raytraverse Balanced,36,0.0041665503220710085
C4,81,Raytraverse High,36,0.0038365717599353447
C4,82,EIGCM (MF1),36,0.00460240260187245
C4,82,Jones dcglare,36,0.003858461122401073
C4,82,Raytraverse Balanced,36,0.00418043623828403
C4,82,Raytraverse High,36,0.005008305741852449
C4,83,EIGCM (MF1),36,0.008059036207747032
C4,83,Jones dcglare,36,0.009700624455266179
C4,83,Raytraverse Balanced,36,0.005032720119062517
C4,83,Raytraverse High,36,0.004629458921658663
C4,84,EIGCM (MF1),36,0.005507239111236533
C4,84,Jones dcglare,36,0.03877851037626108
C4,84,Raytraverse Balanced,36,0.020185459336057907
C4,84,Raytraverse High,36,0.020546428372539987
C4,85,EIGCM (MF1),36,0.011296848340183695
C4,85,Jones dcglare,36,0.046005464308428556
C4,85,Raytraverse Balanced,36,0.04694641767263185
C4,85,Raytraverse High,36,0.04763240780462144
C4,86,EIGCM (MF1),36,0.009288273407950116
C4,86,Jones dcglare,36,0.038828748835276546
C4,86,Raytraverse Balanced,36,0.04149460638728953
C4,86,Raytraverse High,36,0.041994993939028245
C4,87,EIGCM (MF1),36,0.006071302395125411
C4,87,Jones dcglare,36,0.059745318802102425
C4,87,Raytraverse Balanced,36,0.03728670983547311
C4,87,Raytraverse High,36,0.03743452457236043
C4,88,EIGCM (MF1),36,0.0028555705690807226
C4,88,Jones dcglare,36,0.0036370439858970636
C4,88,Raytraverse Balanced,36,0.0046115801311646725
C4,88,Raytraverse High,36,0.003972230256483753
C4,89,EIGCM (MF1),36,0.01005999979858349
C4,89,Jones dcglare,36,0.08096057212959795
C4,89,Raytraverse Balanced,36,0.11490166100269232
C4,89,Raytraverse High,36,0.11552464548349128
C4,90,EIGCM (MF1),36,0.010094935942727807
C4,90,Jones dcglare,36,0.07125120309432342
C4,90,Raytraverse Balanced,36,0.08338561256089502
C4,90,Raytraverse High,36,0.08309218985837437
C4,91,EIGCM (MF1),36,0.010249828525354302
C4,91,Jones dcglare,36,0.007012273649632714
C4,91,Raytraverse Balanced,36,0.019849111101058924
C4,91,Raytraverse High,36,0.019437712124253815
C4,92,EIGCM (MF1),36,0.010536750271391398
C4,92,Jones dcglare,36,0.01001659339847884
C4,92,Raytraverse Balanced,36,0.009810429830107254
C4,92,Raytraverse High,36,0.014875822388020444
C4,93,EIGCM (MF1),36,0.02517906869706243
C4,93,Jones dcglare,36,0.008634432140407705
C4,93,Raytraverse Balanced,36,0.03354423999696175
C4,93,Raytraverse High,36,0.03677315685785583
C4,94,EIGCM (MF1),36,0.03733982706593816
C4,94,Jones dcglare,36,0.05679795632505316
C4,94,Raytraverse Balanced,36,0.04761543572895579
C4,94,Raytraverse High,36,0.0549074884617852
C4,95,EIGCM (MF1),36,0.023851911003698083
C4,95,Jones dcglare,36,0.059750796980378496
C4,95,Raytraverse Balanced,36,0.10148576059708696
C4,95,Raytraverse High,36,0.10408419940338401
C4,96,EIGCM (MF1),36,0.00649541073357011
C4,96,Jones dcglare,36,0.05328977480206213
C4,96,Raytraverse Balanced,36,0.105613908707394
C4,96,Raytraverse High,36,0.10641941349349951
C4,97,EIGCM (MF1),36,0.0112837409822718
C4,97,Jones dcglare,36,0.06470793159903628
C4,97,Raytraverse Balanced,36,0.011925948937781879
C4,97,Raytraverse High,36,0.014520764598514988
C4,98,EIGCM (MF1),36,0.01006729758763768
C4,98,Jones dcglare,36,0.039978925451790576
C4,98,Raytraverse Balanced,36,0.013412514478834672
C4,98,Raytraverse High,36,0.015861140727600146
C4,99,EIGCM (MF1),36,0.008148971706516791
C4,99,Jones dcglare,36,0.011017191826191843
C4,99,Raytraverse Balanced,36,0.02632431252255586
C4,99,Raytraverse High,36,0.02514308200613927
C4,100,EIGCM (MF1),36,0.0100566560223814
C4,100,Jones dcglare,36,0.010850057094505317
C4,100,Raytraverse Balanced,36,0.05874648502125101
C4,100,Raytraverse High,36,0.05196390380488956
C4,101,EIGCM (MF1),36,0.008262260602936293
C4,101,Jones dcglare,36,0.028031657993533743
C4,101,Raytraverse Balanced,36,0.12070538978484713
C4,101,Raytraverse High,36,0.1050611754381456
C4,102,EIGCM (MF1),36,0.006879402064456206
C4,102,Jones dcglare,36,0.05717268321151338
C4,102,Raytraverse Balanced,36,0.11377911986074121
C4,102,Raytraverse High,36,0.08771805961360447
C4,103,EIGCM (MF1),36,0.004897040081830599
C4,103,Jones dcglare,36,0.020250772388471526
C4,103,Raytraverse Balanced,36,0.11052364164801516
C4,103,Raytraverse High,36,0.10381950692386589
C4,104,EIGCM (MF1),36,0.00683308515073697
C4,104,Jones dcglare,36,0.024589170936603028
C4,104,Raytraverse Balanced,36,0.09358740061098707
C4,104,Raytraverse High,36,0.09390921782609447
C4,105,EIGCM (MF1),36,0.010052318909488274
C4,105,Jones dcglare,36,0.07209782773844461
C4,105,Raytraverse Balanced,36,0.137779860850356
C4,105,Raytraverse High,36,0.13679280229595878
C4,106,EIGCM (MF1),36,0.007310476653349396
C4,106,Jones dcglare,36,0.006162690271117166
C4,106,Raytraverse Balanced,36,0.06147020116055924
C4,106,Raytraverse High,36,0.06163491756394498
C4,107,EIGCM (MF1),36,0.008918571897684437
C4,107,Jones dcglare,36,0.012479507902601987
C4,107,Raytraverse Balanced,36,0.009428240751265584
C4,107,Raytraverse High,36,0.007528248055287425
C4,108,EIGCM (MF1),36,0.01079310277305476
C4,108,Jones dcglare,36,0.00986921617321409
C4,108,Raytraverse Balanced,36,0.010140732325491016
C4,108,Raytraverse High,36,0.00971890852897144
C4,109,EIGCM (MF1),36,0.006264620820129505
C4,109,Jones dcglare,36,0.04141035813121834
C4,109,Raytraverse Balanced,36,0.07248829800543014
C4,109,Raytraverse High,36,0.07164711963064296
C4,110,EIGCM (MF1),36,0.007672419192398761
C4,110,Jones dcglare,36,0.07627177965645253
C4,110,Raytraverse Balanced,36,0.11466604838863356
C4,110,Raytraverse High,36,0.1147983057078099
C4,111,EIGCM (MF1),36,0.008064778456401215
C4,111,Jones dcglare,36,0.04003260023069927
C4,111,Raytraverse Balanced,36,0.1440356779265242
C4,111,Raytraverse High,36,0.1455816944341172
C4,112,EIGCM (MF1),36,0.009415692682372802
C4,112,Jones dcglare,36,0.04089870610004222
C4,112,Raytraverse Balanced,36,0.15684080063790923
C4,112,Raytraverse High,36,0.1564098998985448
C4,113,EIGCM (MF1),36,0.01577752770330673
C4,113,Jones dcglare,36,0.07691421828788683
C4,113,Raytraverse Balanced,36,0.11559764214871938
C4,113,Raytraverse High,36,0.11587419011099351
C4,114,EIGCM (MF1),36,0.00657822596631409
C4,114,Jones dcglare,36,0.038386189307190226
C4,114,Raytraverse Balanced,36,0.013103693194525989
C4,114,Raytraverse High,36,0.014165481519190398
C4,115,EIGCM (MF1),36,0.010291699540811194
C4,115,Jones dcglare,36,0.010162615442163084
C4,115,Raytraverse Balanced,36,0.007207078707534891
C4,115,Raytraverse High,36,0.009228884511006433
C4,116,EIGCM (MF1),36,0.011788957061836865
C4,116,Jones dcglare,36,0.0502666160922748
C4,116,Raytraverse Balanced,36,0.06753705097666789
C4,116,Raytraverse High,36,0.06382652729996678
C4,117,EIGCM (MF1),36,0.005584056383256612
C4,117,Jones dcglare,36,0.01941271810523623
C4,117,Raytraverse Balanced,36,0.10510610219294618
C4,117,Raytraverse High,36,0.10987115598479587
C4,118,EIGCM (MF1),36,0.0023906980442726074
C4,118,Jones dcglare,36,0.038923071019886846
C4,118,Raytraverse Balanced,36,0.1207599456538743
C4,118,Raytraverse High,36,0.13014489552174105
C4,119,EIGCM (MF1),36,0.005534367266604799
C4,119,Jones dcglare,36,0.08046430495619765
C4,119,Raytraverse Balanced,36,0.13945717854653164
C4,119,Raytraverse High,36,0.14404631494325706
C4,120,EIGCM (MF1),36,0.009909506681170696
C4,120,Jones dcglare,36,0.07815009349641917
